year,quarter,domain,technology,region,demand_index,median_salary,hiring_velocity,attrition_rate_est,remote_ratio
2025,3,Retail,AWS,India,18.91,71519.38,0.586,0.192,0.379
2025,3,Retail,AWS,,30.52,105629.9,0.709,0.141,0.43
2025,3,Retail,Azure,NA,53.79,209914.59,0.785,0.196,0.525
2025,3,Retail,Azure,EU,43.48,157114.41,0.618,0.196,0.359
2025,3,Retail,Azure,APAC,31.68,124837.73,0.799,0.197,0.4
2025,3,Retail,Azure,India,23.37,85300.94,0.613,0.194,0.388
2025,3,Retail,Azure,,32.23,124545.18,0.543,0.165,0.364
2025,3,Retail,React,NA,50.77,180767.1,0.508,0.135,0.402
2025,3,Retail,React,EU,39.89,141310.79,0.611,0.171,0.522
2025,3,Retail,React,APAC,29.58,107059.17,0.664,0.172,0.523
2025,3,Retail,React,India,22.83,75693.92,0.726,0.171,0.496
2025,3,Retail,React,,28.63,108110.27,0.593,0.146,0.469
2025,3,Retail,DevOps,NA,50.17,260716.55,0.643,0.149,0.355
2025,3,Retail,DevOps,EU,37.34,198987.45,0.534,0.137,0.409
2025,3,Retail,DevOps,APAC,28.91,156793.86,0.693,0.158,0.443
2025,3,Retail,DevOps,India,17.93,108174.28,0.521,0.185,0.421
2025,3,Retail,DevOps,,28.5,155550.43,0.759,0.167,0.474
2025,3,Retail,DataSci,NA,50.75,179028.35,0.735,0.17,0.401
2025,3,Retail,DataSci,EU,38.81,137245.26,0.722,0.138,0.45
2025,3,Retail,DataSci,APAC,28.88,102650.51,0.797,0.177,0.387
2025,3,Retail,DataSci,India,20.15,71207.91,0.549,0.154,0.367
2025,3,Retail,DataSci,,28.95,107242.36,0.654,0.17,0.363
2025,3,Retail,MLE,NA,55.38,234698.4,0.532,0.199,0.474
2025,3,Retail,MLE,EU,40.56,176540.17,0.621,0.172,0.375
2025,3,Retail,MLE,APAC,29.54,139795.78,0.608,0.157,0.518
2025,3,Retail,MLE,India,22.33,99069.75,0.559,0.13,0.416
2025,3,Retail,MLE,,30.22,135400.86,0.787,0.144,0.364
2025,3,Retail,QA-Automation,NA,29.99,167870.15,0.652,0.151,0.355
2025,3,Retail,QA-Automation,EU,22.55,127140.62,0.743,0.172,0.52
2025,3,Retail,QA-Automation,APAC,19.65,98151.68,0.592,0.176,0.489
2025,3,Retail,QA-Automation,India,13.31,66470.37,0.784,0.192,0.388
2025,3,Retail,QA-Automation,,20.49,99405.72,0.625,0.137,0.437
2025,3,Retail,Kubernetes,NA,37.45,246008.9,0.686,0.169,0.418
2025,3,Retail,Kubernetes,EU,27.5,183700.59,0.63,0.132,0.377
2025,3,Retail,Kubernetes,APAC,20.11,141227.2,0.525,0.171,0.432
2025,3,Retail,Kubernetes,India,16.95,101051.91,0.77,0.163,0.473
2025,3,Retail,Kubernetes,,22.48,145472.75,0.549,0.198,0.361
2025,4,Healthcare,Python,NA,39.54,255962.32,0.688,0.178,0.393
2025,4,Healthcare,Python,EU,29.67,191872.17,0.644,0.189,0.447
2025,4,Healthcare,Python,APAC,21.05,151048.17,0.777,0.149,0.446
2025,4,Healthcare,Python,India,13.83,103892.97,0.589,0.141,0.444
2025,4,Healthcare,Python,,24.08,150241.83,0.563,0.178,0.398
2025,4,Healthcare,Java,NA,48.66,175719.41,0.556,0.143,0.527
2025,4,Healthcare,Java,EU,38.93,134215.5,0.79,0.136,0.4
2025,4,Healthcare,Java,APAC,28.75,106679.51,0.68,0.151,0.42
2025,4,Healthcare,Java,India,19.45,72603.88,0.63,0.142,0.504
2025,4,Healthcare,Java,,30.0,103187.09,0.52,0.134,0.436
2025,4,Healthcare,AWS,NA,49.55,182206.16,0.51,0.149,0.442
2025,4,Healthcare,AWS,EU,40.11,139195.76,0.684,0.198,0.52
2025,4,Healthcare,AWS,APAC,30.92,108953.21,0.736,0.185,0.374
2025,4,Healthcare,AWS,India,18.93,73029.1,0.728,0.155,0.509
2025,4,Healthcare,AWS,,30.39,105775.61,0.564,0.181,0.449
2025,4,Healthcare,Azure,NA,55.74,211175.32,0.642,0.156,0.46
2025,4,Healthcare,Azure,EU,41.19,162562.75,0.693,0.136,0.341
2025,4,Healthcare,Azure,APAC,34.46,124829.95,0.693,0.173,0.516
2025,4,Healthcare,Azure,India,21.96,89569.74,0.694,0.175,0.421
2025,4,Healthcare,Azure,,33.87,120812.27,0.507,0.161,0.432
2025,4,Healthcare,React,NA,49.29,183465.72,0.732,0.153,0.406
2025,4,Healthcare,React,EU,38.5,138272.3,0.775,0.198,0.392
2025,4,Healthcare,React,APAC,29.6,108509.68,0.604,0.141,0.505
2025,4,Healthcare,React,India,19.21,73655.97,0.704,0.167,0.409
2025,4,Healthcare,React,,31.72,110652.49,0.549,0.156,0.446
2025,4,Healthcare,DevOps,NA,47.99,267107.79,0.736,0.193,0.422
2025,4,Healthcare,DevOps,EU,38.7,204987.54,0.613,0.194,0.449
2025,4,Healthcare,DevOps,APAC,27.79,158028.91,0.621,0.156,0.347
2025,4,Healthcare,DevOps,India,20.6,107196.12,0.761,0.174,0.382
2025,4,Healthcare,DevOps,,30.48,156108.78,0.601,0.191,0.509
2025,4,Healthcare,DataSci,NA,52.28,180205.72,0.512,0.186,0.526
2025,4,Healthcare,DataSci,EU,42.22,135928.15,0.763,0.193,0.456
2025,4,Healthcare,DataSci,APAC,32.64,105629.78,0.715,0.16,0.517
2025,4,Healthcare,DataSci,India,23.04,76046.29,0.599,0.137,0.491
2025,4,Healthcare,DataSci,,29.72,108287.86,0.627,0.138,0.375
2025,4,Healthcare,MLE,NA,53.83,237690.41,0.657,0.134,0.443
2025,4,Healthcare,MLE,EU,40.18,179118.17,0.615,0.185,0.526
2025,4,Healthcare,MLE,APAC,33.78,139081.5,0.692,0.137,0.455
2025,4,Healthcare,MLE,India,21.93,95990.65,0.632,0.168,0.405
2025,4,Healthcare,MLE,,32.29,140152.98,0.797,0.186,0.389
2025,4,Healthcare,QA-Automation,NA,31.87,167037.35,0.588,0.2,0.461
2025,4,Healthcare,QA-Automation,EU,26.15,128469.37,0.601,0.14,0.435
2025,4,Healthcare,QA-Automation,APAC,19.24,96564.01,0.693,0.175,0.348
2025,4,Healthcare,QA-Automation,India,11.82,69541.87,0.618,0.16,0.517
2025,4,Healthcare,QA-Automation,,19.9,98070.69,0.778,0.133,0.447
2025,4,Healthcare,Kubernetes,NA,37.83,247473.12,0.618,0.167,0.453
2025,4,Healthcare,Kubernetes,EU,29.74,189956.76,0.567,0.183,0.494
2025,4,Healthcare,Kubernetes,APAC,21.98,142828.06,0.659,0.142,0.495
2025,4,Healthcare,Kubernetes,India,15.22,99636.14,0.8,0.153,0.484
2025,4,Healthcare,Kubernetes,,23.56,147052.76,0.535,0.156,0.458
2025,4,Insurance,Python,NA,38.14,254538.56,0.635,0.151,0.354
2025,4,Insurance,Python,EU,29.63,197122.97,0.625,0.16,0.39
2025,4,Insurance,Python,APAC,22.14,147711.8,0.798,0.149,0.423
2025,4,Insurance,Python,India,15.34,107533.36,0.773,0.143,0.508
2025,4,Insurance,Python,,22.57,152032.15,0.712,0.131,0.454
2025,4,Insurance,Java,NA,48.51,178586.95,0.746,0.199,0.505
2025,4,Insurance,Java,EU,37.14,136320.54,0.649,0.196,0.378
2025,4,Insurance,Java,APAC,27.81,103344.39,0.599,0.157,0.416
2025,4,Insurance,Java,India,20.01,74671.11,0.504,0.134,0.342
2025,4,Insurance,Java,,29.84,105059.12,0.732,0.187,0.409
2025,4,Insurance,AWS,NA,52.16,183185.04,0.759,0.15,0.395
2025,4,Insurance,AWS,EU,38.8,138671.59,0.595,0.184,0.391
2025,4,Insurance,AWS,APAC,28.06,108123.95,0.569,0.151,0.459
2025,4,Insurance,AWS,India,21.94,72405.94,0.612,0.162,0.444
2025,4,Insurance,AWS,,30.75,109452.21,0.659,0.161,0.514
2025,4,Insurance,Azure,NA,57.15,211044.93,0.777,0.137,0.341
2025,4,Insurance,Azure,EU,41.08,158135.66,0.584,0.136,0.414
2025,4,Insurance,Azure,APAC,33.42,121970.26,0.535,0.176,0.463
2025,4,Insurance,Azure,India,22.52,88370.82,0.799,0.145,0.408
2025,4,Insurance,Azure,,31.26,123554.74,0.614,0.148,0.467
2025,4,Insurance,React,NA,52.09,185793.59,0.558,0.186,0.511
2025,4,Insurance,React,EU,39.15,139657.19,0.553,0.194,0.471
2025,4,Insurance,React,APAC,29.53,110638.84,0.532,0.158,0.437
2025,4,Insurance,React,India,22.26,75537.54,0.587,0.151,0.457
2025,4,Insurance,React,,29.63,111175.17,0.791,0.195,0.471
2025,4,Insurance,DevOps,NA,48.59,266309.92,0.764,0.156,0.523
2025,4,Insurance,DevOps,EU,36.79,204932.57,0.798,0.18,0.4
2025,4,Insurance,DevOps,APAC,27.35,158308.36,0.599,0.177,0.519
2025,4,Insurance,DevOps,India,19.57,110712.33,0.565,0.158,0.466
2025,4,Insurance,DevOps,,27.47,155677.94,0.736,0.18,0.463
2025,4,Insurance,DataSci,NA,53.23,180851.66,0.783,0.182,0.503
2025,4,Insurance,DataSci,EU,42.38,139574.04,0.542,0.134,0.418
2025,4,Insurance,DataSci,APAC,30.2,104252.8,0.574,0.133,0.409
2025,4,Insurance,DataSci,India,19.83,76442.99,0.73,0.161,0.507
2025,4,Insurance,DataSci,,31.65,106433.04,0.631,0.156,0.417
2025,4,Insurance,MLE,NA,54.04,237431.06,0.665,0.168,0.368
2025,4,Insurance,MLE,EU,41.3,181561.89,0.695,0.195,0.494
2025,4,Insurance,MLE,APAC,32.62,138437.69,0.693,0.139,0.359
2025,4,Insurance,MLE,India,22.54,99844.85,0.578,0.172,0.376
2025,4,Insurance,MLE,,30.65,140593.35,0.582,0.193,0.474
2025,4,Insurance,QA-Automation,NA,30.31,169611.16,0.633,0.196,0.411
2025,4,Insurance,QA-Automation,EU,25.8,130313.51,0.799,0.169,0.503
2025,4,Insurance,QA-Automation,APAC,17.82,101534.95,0.687,0.147,0.442
2025,4,Insurance,QA-Automation,India,13.9,71214.53,0.541,0.159,0.401
2025,4,Insurance,QA-Automation,,17.82,98651.24,0.783,0.145,0.46
2025,4,Insurance,Kubernetes,NA,35.93,246642.86,0.524,0.182,0.472
2025,4,Insurance,Kubernetes,EU,27.96,185700.73,0.771,0.147,0.483
2025,4,Insurance,Kubernetes,APAC,22.86,145991.3,0.606,0.198,0.518
2025,4,Insurance,Kubernetes,India,16.67,99431.04,0.638,0.15,0.374
2025,4,Insurance,Kubernetes,,20.26,142694.95,0.579,0.196,0.372
2025,4,FinTech,Python,NA,37.5,256350.7,0.595,0.169,0.36
2025,4,FinTech,Python,EU,30.64,194318.1,0.691,0.165,0.428
2025,4,FinTech,Python,APAC,22.96,150558.03,0.663,0.188,0.365
2025,4,FinTech,Python,India,16.03,104406.54,0.64,0.188,0.513
2025,4,FinTech,Python,,20.82,147760.52,0.535,0.169,0.422
2025,4,FinTech,Java,NA,49.58,178516.46,0.514,0.14,0.433
2025,4,FinTech,Java,EU,39.12,135792.43,0.786,0.137,0.526
2025,4,FinTech,Java,APAC,30.05,103773.22,0.659,0.161,0.388
2025,4,FinTech,Java,India,20.07,72254.03,0.577,0.151,0.464
2025,4,FinTech,Java,,29.95,105532.11,0.735,0.183,0.39
2025,4,FinTech,AWS,NA,50.9,182370.88,0.614,0.181,0.429
2025,4,FinTech,AWS,EU,39.31,139402.88,0.68,0.14,0.405
2025,4,FinTech,AWS,APAC,29.93,110225.04,0.713,0.196,0.378
2025,4,FinTech,AWS,India,21.08,75518.63,0.665,0.161,0.407
2025,4,FinTech,AWS,,29.35,109645.58,0.715,0.172,0.347
2025,4,FinTech,Azure,NA,57.2,211839.83,0.673,0.197,0.397
2025,4,FinTech,Azure,EU,40.95,160663.37,0.789,0.193,0.486
2025,4,FinTech,Azure,APAC,32.11,126524.56,0.787,0.157,0.351
2025,4,FinTech,Azure,India,22.98,87458.35,0.589,0.138,0.493
2025,4,FinTech,Azure,,34.64,124274.25,0.77,0.134,0.491
2025,4,FinTech,React,NA,50.75,185302.12,0.789,0.192,0.426
2025,4,FinTech,React,EU,38.35,143781.05,0.655,0.195,0.484
2025,4,FinTech,React,APAC,30.8,106221.6,0.676,0.138,0.47
2025,4,FinTech,React,India,22.05,74510.83,0.635,0.134,0.375
2025,4,FinTech,React,,29.3,109917.16,0.553,0.14,0.446
2025,4,FinTech,DevOps,NA,49.83,264297.79,0.522,0.133,0.515
2025,4,FinTech,DevOps,EU,38.39,201704.07,0.754,0.168,0.39
2025,4,FinTech,DevOps,APAC,26.72,155541.5,0.604,0.163,0.406
2025,4,FinTech,DevOps,India,19.16,106654.67,0.772,0.185,0.386
2025,4,FinTech,DevOps,,28.25,153954.4,0.623,0.197,0.479
2025,4,FinTech,DataSci,NA,52.84,180025.98,0.643,0.167,0.363
2025,4,FinTech,DataSci,EU,39.97,135152.87,0.778,0.165,0.523
2025,4,FinTech,DataSci,APAC,29.86,104646.53,0.621,0.197,0.499
2025,4,FinTech,DataSci,India,22.44,75546.05,0.664,0.141,0.517
2025,4,FinTech,DataSci,,32.62,104310.44,0.798,0.194,0.35
2025,4,FinTech,MLE,NA,55.33,233474.81,0.62,0.153,0.385
2025,4,FinTech,MLE,EU,41.16,182917.47,0.514,0.183,0.449
2025,4,FinTech,MLE,APAC,32.55,136451.2,0.566,0.185,0.426
2025,4,FinTech,MLE,India,20.86,96626.78,0.577,0.162,0.372
2025,4,FinTech,MLE,,30.67,141875.62,0.6,0.176,0.369
2025,4,FinTech,QA-Automation,NA,30.92,166697.43,0.702,0.132,0.498
2025,4,FinTech,QA-Automation,EU,24.7,128502.07,0.791,0.179,0.513
2025,4,FinTech,QA-Automation,APAC,18.83,99491.99,0.75,0.135,0.44
2025,4,FinTech,QA-Automation,India,11.17,66808.87,0.62,0.179,0.464
2025,4,FinTech,QA-Automation,,20.5,95977.51,0.513,0.189,0.528
2025,4,FinTech,Kubernetes,NA,35.42,244094.21,0.737,0.156,0.35
2025,4,FinTech,Kubernetes,EU,28.27,190131.82,0.658,0.149,0.519
2025,4,FinTech,Kubernetes,APAC,22.22,145664.79,0.685,0.136,0.345
2025,4,FinTech,Kubernetes,India,17.26,103521.0,0.747,0.169,0.504
2025,4,FinTech,Kubernetes,,23.46,143724.4,0.707,0.179,0.454
2025,4,Manufacturing,Python,NA,37.31,254550.91,0.548,0.18,0.47
2025,4,Manufacturing,Python,EU,27.64,193109.82,0.656,0.187,0.393
2025,4,Manufacturing,Python,APAC,23.18,148018.44,0.793,0.146,0.382
2025,4,Manufacturing,Python,India,17.03,102618.11,0.647,0.133,0.41
2025,4,Manufacturing,Python,,21.35,151018.13,0.739,0.197,0.495
2025,4,Manufacturing,Java,NA,50.72,176763.65,0.717,0.136,0.506
2025,4,Manufacturing,Java,EU,37.59,135491.23,0.551,0.173,0.343
2025,4,Manufacturing,Java,APAC,28.72,101113.21,0.722,0.148,0.442
2025,4,Manufacturing,Java,India,19.02,74032.83,0.525,0.148,0.456
2025,4,Manufacturing,Java,,28.63,104664.04,0.695,0.142,0.492
2025,4,Manufacturing,AWS,NA,52.5,185295.14,0.536,0.131,0.448
2025,4,Manufacturing,AWS,EU,39.67,136942.92,0.79,0.185,0.375
2025,4,Manufacturing,AWS,APAC,27.97,105502.5,0.593,0.135,0.386
2025,4,Manufacturing,AWS,India,20.23,72333.26,0.769,0.19,0.403
2025,4,Manufacturing,AWS,,28.2,108634.8,0.761,0.185,0.469
2025,4,Manufacturing,Azure,NA,55.48,212787.77,0.594,0.159,0.425
2025,4,Manufacturing,Azure,EU,43.85,159169.44,0.659,0.135,0.437
2025,4,Manufacturing,Azure,APAC,33.76,126465.12,0.662,0.159,0.46
2025,4,Manufacturing,Azure,India,23.09,89202.96,0.787,0.138,0.528
2025,4,Manufacturing,Azure,,34.78,122357.52,0.524,0.158,0.475
2025,4,Manufacturing,React,NA,52.4,183921.73,0.769,0.158,0.46
2025,4,Manufacturing,React,EU,38.3,138600.54,0.651,0.163,0.334
2025,4,Manufacturing,React,APAC,29.92,109964.57,0.696,0.132,0.341
2025,4,Manufacturing,React,India,22.79,74855.13,0.523,0.171,0.514
2025,4,Manufacturing,React,,28.64,107837.04,0.797,0.174,0.379
2025,4,Manufacturing,DevOps,NA,50.16,264718.61,0.627,0.187,0.424
2025,4,Manufacturing,DevOps,EU,38.01,201058.9,0.719,0.145,0.465
2025,4,Manufacturing,DevOps,APAC,26.8,154146.79,0.602,0.163,0.478
2025,4,Manufacturing,DevOps,India,18.27,108664.72,0.787,0.185,0.408
2025,4,Manufacturing,DevOps,,28.03,157100.06,0.677,0.132,0.366
2025,4,Manufacturing,DataSci,NA,51.71,178477.86,0.748,0.134,0.517
2025,4,Manufacturing,DataSci,EU,41.64,137894.85,0.686,0.167,0.452
2025,4,Manufacturing,DataSci,APAC,30.05,106069.45,0.542,0.199,0.429
2025,4,Manufacturing,DataSci,India,20.06,71910.83,0.67,0.143,0.383
2025,4,Manufacturing,DataSci,,29.77,103620.77,0.772,0.14,0.408
2025,4,Manufacturing,MLE,NA,52.68,235926.15,0.523,0.141,0.505
2025,4,Manufacturing,MLE,EU,39.53,180243.91,0.742,0.191,0.369
2025,4,Manufacturing,MLE,APAC,31.93,138026.91,0.789,0.199,0.469
2025,4,Manufacturing,MLE,India,22.83,99989.18,0.622,0.194,0.529
2025,4,Manufacturing,MLE,,33.34,138785.45,0.61,0.189,0.384
2025,4,Manufacturing,QA-Automation,NA,30.58,166579.15,0.521,0.135,0.413
2025,4,Manufacturing,QA-Automation,EU,23.81,130682.84,0.635,0.184,0.526
2025,4,Manufacturing,QA-Automation,APAC,16.96,95693.78,0.729,0.154,0.411
2025,4,Manufacturing,QA-Automation,India,11.91,68003.37,0.74,0.158,0.466
2025,4,Manufacturing,QA-Automation,,18.1,98867.49,0.773,0.133,0.524
2025,4,Manufacturing,Kubernetes,NA,36.26,249184.03,0.514,0.145,0.522
2025,4,Manufacturing,Kubernetes,EU,29.77,187188.01,0.529,0.195,0.462
2025,4,Manufacturing,Kubernetes,APAC,20.46,146039.26,0.654,0.189,0.453
2025,4,Manufacturing,Kubernetes,India,14.8,102739.14,0.553,0.19,0.335
2025,4,Manufacturing,Kubernetes,,23.21,147857.06,0.714,0.17,0.512
2025,4,Public Sector,Python,NA,40.06,255058.22,0.612,0.146,0.387
2025,4,Public Sector,Python,EU,30.33,195112.67,0.64,0.156,0.497
2025,4,Public Sector,Python,APAC,22.67,151338.05,0.632,0.185,0.4
2025,4,Public Sector,Python,India,14.24,106640.91,0.594,0.193,0.348
2025,4,Public Sector,Python,,24.26,150293.29,0.796,0.163,0.452
2025,4,Public Sector,Java,NA,48.13,178402.41,0.782,0.199,0.493
2025,4,Public Sector,Java,EU,37.62,134669.28,0.739,0.197,0.409
2025,4,Public Sector,Java,APAC,29.35,104239.38,0.778,0.141,0.484
2025,4,Public Sector,Java,India,22.2,73661.08,0.659,0.166,0.382
2025,4,Public Sector,Java,,28.8,101585.36,0.552,0.176,0.431
2025,4,Public Sector,AWS,NA,52.62,184600.04,0.602,0.187,0.491
2025,4,Public Sector,AWS,EU,37.94,139509.91,0.738,0.157,0.364
2025,4,Public Sector,AWS,APAC,30.19,105024.62,0.554,0.148,0.424
2025,4,Public Sector,AWS,India,22.2,74982.88,0.571,0.152,0.397
2025,4,Public Sector,AWS,,28.3,107524.79,0.58,0.169,0.357
2025,4,Public Sector,Azure,NA,54.95,207615.53,0.693,0.193,0.454
2025,4,Public Sector,Azure,EU,43.25,159277.41,0.564,0.175,0.464
2025,4,Public Sector,Azure,APAC,32.78,126461.86,0.572,0.162,0.363
2025,4,Public Sector,Azure,India,23.04,84310.34,0.678,0.167,0.394
2025,4,Public Sector,Azure,,34.67,123732.04,0.577,0.152,0.472
2025,4,Public Sector,React,NA,52.81,187016.99,0.506,0.133,0.455
2025,4,Public Sector,React,EU,39.8,139408.9,0.717,0.15,0.343
2025,4,Public Sector,React,APAC,29.19,107483.85,0.792,0.169,0.518
2025,4,Public Sector,React,India,19.29,73995.72,0.542,0.166,0.495
2025,4,Public Sector,React,,31.82,110548.42,0.693,0.157,0.365
2025,4,Public Sector,DevOps,NA,49.12,264576.91,0.574,0.189,0.407
2025,4,Public Sector,DevOps,EU,36.24,201681.9,0.645,0.134,0.441
2025,4,Public Sector,DevOps,APAC,28.01,153333.24,0.598,0.156,0.518
2025,4,Public Sector,DevOps,India,19.82,110862.03,0.724,0.143,0.47
2025,4,Public Sector,DevOps,,29.28,152716.87,0.665,0.14,0.396
2025,4,Public Sector,DataSci,NA,51.28,178964.38,0.64,0.197,0.523
2025,4,Public Sector,DataSci,EU,41.62,136873.23,0.646,0.143,0.495
2025,4,Public Sector,DataSci,APAC,31.71,105180.6,0.697,0.173,0.412
2025,4,Public Sector,DataSci,India,23.36,71069.44,0.509,0.155,0.474
2025,4,Public Sector,DataSci,,32.77,107865.2,0.786,0.132,0.53
2025,4,Public Sector,MLE,NA,55.28,238667.87,0.552,0.145,0.341
2025,4,Public Sector,MLE,EU,42.75,181576.8,0.631,0.145,0.49
2025,4,Public Sector,MLE,APAC,32.49,140081.33,0.614,0.187,0.363
2025,4,Public Sector,MLE,India,22.78,95795.3,0.505,0.143,0.501
2025,4,Public Sector,MLE,,32.71,139889.26,0.777,0.168,0.519
2025,4,Public Sector,QA-Automation,NA,30.51,169295.62,0.665,0.14,0.433
2025,4,Public Sector,QA-Automation,EU,23.02,125611.63,0.755,0.159,0.372
2025,4,Public Sector,QA-Automation,APAC,18.26,96157.07,0.695,0.173,0.504
2025,4,Public Sector,QA-Automation,India,11.88,66377.04,0.732,0.178,0.385
2025,4,Public Sector,QA-Automation,,19.46,98821.6,0.7,0.191,0.456
2025,4,Public Sector,Kubernetes,NA,38.14,243824.64,0.517,0.193,0.45
2025,4,Public Sector,Kubernetes,EU,28.15,188516.09,0.776,0.178,0.379
2025,4,Public Sector,Kubernetes,APAC,23.74,144115.48,0.743,0.146,0.478
2025,4,Public Sector,Kubernetes,India,15.92,99212.84,0.781,0.147,0.517
2025,4,Public Sector,Kubernetes,,20.4,142733.35,0.762,0.176,0.414
2025,4,Energy,Python,NA,39.49,255557.75,0.543,0.156,0.385
2025,4,Energy,Python,EU,30.01,193258.81,0.77,0.194,0.33
2025,4,Energy,Python,APAC,24.37,147535.11,0.774,0.157,0.478
2025,4,Energy,Python,India,15.02,102205.95,0.51,0.182,0.463
2025,4,Energy,Python,,21.6,147081.45,0.581,0.187,0.53
2025,4,Energy,Java,NA,49.3,179499.29,0.658,0.138,0.476
2025,4,Energy,Java,EU,39.11,134482.39,0.719,0.154,0.441
2025,4,Energy,Java,APAC,28.5,106793.37,0.524,0.147,0.435
2025,4,Energy,Java,India,22.32,73098.29,0.519,0.131,0.468
2025,4,Energy,Java,,29.57,102808.36,0.512,0.197,0.437
2025,4,Energy,AWS,NA,50.74,182658.81,0.55,0.137,0.446
2025,4,Energy,AWS,EU,37.46,138580.76,0.59,0.17,0.498
2025,4,Energy,AWS,APAC,28.3,105122.81,0.677,0.132,0.421
2025,4,Energy,AWS,India,20.48,72617.01,0.704,0.15,0.524
2025,4,Energy,AWS,,29.45,110082.62,0.679,0.183,0.437
2025,4,Energy,Azure,NA,54.21,213328.9,0.776,0.187,0.358
2025,4,Energy,Azure,EU,44.34,160275.3,0.762,0.199,0.517
2025,4,Energy,Azure,APAC,31.34,122983.31,0.607,0.186,0.522
2025,4,Energy,Azure,India,23.78,88511.49,0.796,0.196,0.438
2025,4,Energy,Azure,,31.79,125692.54,0.709,0.15,0.375
2025,4,Energy,React,NA,49.72,181854.94,0.642,0.168,0.398
2025,4,Energy,React,EU,40.97,140850.99,0.745,0.133,0.445
2025,4,Energy,React,APAC,28.76,106187.94,0.608,0.165,0.426
2025,4,Energy,React,India,22.7,76000.01,0.601,0.155,0.501
2025,4,Energy,React,,30.03,110266.57,0.561,0.19,0.528
2025,4,Energy,DevOps,NA,48.77,265016.19,0.682,0.143,0.461
2025,4,Energy,DevOps,EU,36.22,203382.84,0.694,0.153,0.473
2025,4,Energy,DevOps,APAC,26.69,154887.01,0.559,0.19,0.478
2025,4,Energy,DevOps,India,21.86,107398.18,0.638,0.194,0.403
2025,4,Energy,DevOps,,26.88,153627.48,0.739,0.174,0.354
2025,4,Energy,DataSci,NA,52.39,181692.25,0.797,0.175,0.335
2025,4,Energy,DataSci,EU,39.98,136680.33,0.579,0.174,0.505
2025,4,Energy,DataSci,APAC,30.51,105583.98,0.508,0.183,0.438
2025,4,Energy,DataSci,India,19.95,72471.33,0.673,0.173,0.386
2025,4,Energy,DataSci,,30.26,104558.15,0.753,0.189,0.362
2025,4,Energy,MLE,NA,55.67,233437.43,0.618,0.181,0.501
2025,4,Energy,MLE,EU,39.66,177876.53,0.645,0.189,0.438
2025,4,Energy,MLE,APAC,30.49,138289.54,0.545,0.141,0.361
2025,4,Energy,MLE,India,21.88,94512.76,0.532,0.163,0.464
2025,4,Energy,MLE,,31.86,141413.18,0.536,0.181,0.467
2025,4,Energy,QA-Automation,NA,32.45,165060.89,0.787,0.184,0.527
2025,4,Energy,QA-Automation,EU,24.94,127649.3,0.618,0.154,0.466
2025,4,Energy,QA-Automation,APAC,17.14,101158.94,0.625,0.155,0.489
2025,4,Energy,QA-Automation,India,14.37,66934.31,0.77,0.131,0.378
2025,4,Energy,QA-Automation,,17.35,100727.29,0.512,0.171,0.417
2025,4,Energy,Kubernetes,NA,35.33,249269.1,0.623,0.155,0.335
2025,4,Energy,Kubernetes,EU,30.07,186253.58,0.688,0.138,0.477
2025,4,Energy,Kubernetes,APAC,22.29,146818.13,0.744,0.193,0.405
2025,4,Energy,Kubernetes,India,14.04,99023.02,0.54,0.135,0.429
2025,4,Energy,Kubernetes,,20.48,144944.65,0.504,0.178,0.397
2025,4,Retail,Python,NA,36.36,253020.58,0.679,0.173,0.356
2025,4,Retail,Python,EU,30.11,194232.93,0.534,0.188,0.509
2025,4,Retail,Python,APAC,24.11,149351.64,0.735,0.191,0.402
2025,4,Retail,Python,India,17.34,107058.72,0.675,0.163,0.483
2025,4,Retail,Python,,22.94,147641.99,0.76,0.167,0.512
2025,4,Retail,Java,NA,50.7,176397.39,0.707,0.134,0.464
2025,4,Retail,Java,EU,39.83,136081.47,0.693,0.197,0.448
2025,4,Retail,Java,APAC,28.98,105225.76,0.621,0.178,0.459
2025,4,Retail,Java,India,18.79,69890.45,0.749,0.196,0.459
2025,4,Retail,Java,,29.73,102304.0,0.679,0.149,0.464
2025,4,Retail,AWS,NA,49.04,182849.32,0.718,0.193,0.363
2025,4,Retail,AWS,EU,40.12,137061.65,0.585,0.162,0.34
2025,4,Retail,AWS,APAC,29.15,107155.02,0.616,0.188,0.451
2025,4,Retail,AWS,India,20.68,75901.03,0.611,0.171,0.515
2025,4,Retail,AWS,,30.2,109632.76,0.565,0.189,0.455
2025,4,Retail,Azure,NA,57.7,207582.45,0.598,0.171,0.373
2025,4,Retail,Azure,EU,43.61,158085.1,0.709,0.177,0.348
2025,4,Retail,Azure,APAC,34.11,122500.71,0.795,0.153,0.475
2025,4,Retail,Azure,India,21.15,83954.58,0.785,0.164,0.523
2025,4,Retail,Azure,,33.0,121118.24,0.589,0.145,0.505
2025,4,Retail,React,NA,51.05,186466.11,0.767,0.164,0.453
2025,4,Retail,React,EU,38.84,140905.09,0.777,0.189,0.515
2025,4,Retail,React,APAC,29.24,107440.42,0.578,0.19,0.524
2025,4,Retail,React,India,19.19,78344.28,0.589,0.148,0.378
2025,4,Retail,React,,31.54,105368.06,0.743,0.161,0.443
2025,4,Retail,DevOps,NA,49.22,262500.84,0.779,0.185,0.435
2025,4,Retail,DevOps,EU,35.35,199425.52,0.55,0.188,0.387
2025,4,Retail,DevOps,APAC,28.11,156986.95,0.55,0.168,0.427
